transaction_id,customer_id,amount,customer_avg_amount,amount_ratio,velocity_10m,location_distance_km,hour,merchant_risk_index,is_new_device,is_fraud
tx-gen-000842,cust-0040,438.17,214.85,2.04,1,0.0,18,0.4,0,0
tx-gen-000843,cust-0044,202.31,276.55,0.73,0,0.0,4,0.1,0,0
tx-gen-000844,cust-0042,221.32,247.36,0.89,0,0.0,18,0.4,0,0
tx-gen-000845,cust-0009,42.61,83.69,0.51,0,0.0,20,0.1,0,0
tx-gen-000846,cust-0003,5.0,67.68,0.07,0,0.0,8,0.1,0,0
tx-gen-000847,cust-0017,23.52,57.6,0.41,0,0.0,2,0.4,0,0
tx-gen-000848,cust-0014,354.8,218.5,1.62,1,0.0,6,0.1,0,0
tx-gen-000849,cust-0036,5.0,76.21,0.07,0,0.0,20,0.1,0,0
tx-gen-000850,cust-0040,87.17,214.85,0.41,1,0.0,16,0.1,0,0
tx-gen-000851,cust-0014,110.95,218.5,0.51,0,0.0,20,0.1,0,0
tx-gen-000852,cust-0013,181.07,234.88,0.77,0,0.0,18,0.1,1,0
tx-gen-000853,cust-0036,190.52499999999998,76.21,2.5,0,0.0,18,0.1,0,0
tx-gen-000854,cust-0044,117.58,276.55,0.43,0,0.0,20,0.1,0,0
tx-gen-000855,cust-0026,20.79,48.78,0.43,0,0.0,20,0.1,0,0
tx-gen-000856,cust-0023,339.65,253.94,1.34,1,0.0,1,0.1,0,0
tx-gen-000857,cust-0041,55.28,91.84,0.6,0,0.0,10,0.4,0,0
tx-gen-000858,cust-0025,47.29,185.89,0.25,2,0.0,3,0.1,0,0
tx-gen-000859,cust-0026,578.29,48.78,11.86,7,5445.0,3,0.1,1,1
tx-gen-000860,cust-0001,36.17,60.06,0.6,1,0.0,4,0.1,0,0
tx-gen-000861,cust-0045,40.48,266.62,0.15,0,0.0,9,0.4,1,0
tx-gen-000862,cust-0010,42.57,219.36,0.19,0,0.0,21,0.1,0,0
tx-gen-000863,cust-0038,91.38,132.45,0.69,0,0.0,7,0.1,0,0
tx-gen-000864,cust-0014,118.62,218.5,0.54,0,0.0,13,0.1,0,0
tx-gen-000865,cust-0045,656.76,266.62,2.46,0,0.0,16,0.4,0,0
tx-gen-000866,cust-0037,43.25,96.1,0.45,0,0.0,2,0.1,0,0
tx-gen-000867,cust-0027,79.53,91.53,0.87,0,0.0,23,0.1,0,0
tx-gen-000868,cust-0001,60.08,60.06,1.0,0,0.0,13,0.1,0,0
tx-gen-000869,cust-0021,5.0,63.7,0.08,0,0.0,14,0.1,0,0
tx-gen-000870,cust-0004,231.7,212.71,1.09,0,0.0,18,0.1,0,0
tx-gen-000871,cust-0006,7.56,38.58,0.2,0,0.0,9,0.1,0,0
tx-gen-000872,cust-0031,638.025,255.21,2.5,0,0.0,11,0.4,0,0
tx-gen-000873,cust-0033,33.95,210.95,0.16,0,0.0,20,0.1,0,0
tx-gen-000874,cust-0026,26.12,48.78,0.54,0,0.0,20,0.4,0,0
tx-gen-000875,cust-0016,25.73,288.45,0.09,0,0.0,5,0.1,1,0
tx-gen-000876,cust-0006,96.44999999999999,38.58,2.5,0,0.0,15,0.1,0,0
tx-gen-000877,cust-0023,177.14,253.94,0.7,0,0.0,4,0.1,0,0
tx-gen-000878,cust-0029,238.83,263.95,0.9,1,0.0,2,0.1,0,0
tx-gen-000879,cust-0044,19.2,276.55,0.07,0,0.0,19,0.1,0,0
tx-gen-000880,cust-0040,297.81,214.85,1.39,0,0.0,4,0.1,0,0
tx-gen-000881,cust-0020,53.49,227.03,0.24,0,0.0,1,0.1,0,0
tx-gen-000882,cust-0014,498.9,218.5,2.28,0,0.0,13,0.4,0,0
tx-gen-000883,cust-0010,50.36,219.36,0.23,0,0.0,16,0.1,0,0
tx-gen-000884,cust-0003,14.32,67.68,0.21,0,0.0,11,0.1,0,0
tx-gen-000885,cust-0018,5.0,56.11,0.09,0,0.0,14,0.1,0,0
tx-gen-000886,cust-0043,65.34,102.29,0.64,0,0.0,18,0.1,0,0
tx-gen-000887,cust-0042,205.81,247.36,0.83,2,0.0,15,0.4,0,0
tx-gen-000888,cust-0021,5.0,63.7,0.08,0,0.0,8,0.4,0,0
tx-gen-000889,cust-0030,156.94,105.05,1.49,0,0.0,22,0.1,0,0
tx-gen-000890,cust-0022,30.96,51.28,0.6,0,0.0,6,0.1,0,0
tx-gen-000891,cust-0041,68.25,91.84,0.74,1,0.0,15,0.1,0,0
tx-gen-000892,cust-0025,108.04,185.89,0.58,1,0.0,16,0.4,0,0
tx-gen-000893,cust-0022,26.26,51.28,0.51,0,0.0,19,0.1,0,0
tx-gen-000894,cust-0044,226.82,276.55,0.82,0,0.0,22,0.1,0,0
tx-gen-000895,cust-0028,49.94,296.01,0.17,0,0.0,2,0.1,0,0
tx-gen-000896,cust-0042,49.67,247.36,0.2,1,0.0,6,0.1,0,0
tx-gen-000897,cust-0046,172.98,87.41,1.98,2,0.0,7,0.1,1,0
tx-gen-000898,cust-0010,548.4000000000001,219.36,2.5,0,0.0,9,0.1,0,0
tx-gen-000899,cust-0047,63.94,136.82,0.47,0,0.0,21,0.1,0,0
tx-gen-000900,cust-0027,28.9,91.53,0.32,0,0.0,14,0.1,0,0
tx-gen-000901,cust-0041,94.85,91.84,1.03,0,0.0,22,0.1,0,0
tx-gen-000902,cust-0012,919.09,105.11,8.74,7,4304.0,16,0.8,1,1
tx-gen-000903,cust-0015,55.19,105.03,0.53,0,0.0,16,0.1,0,0
tx-gen-000904,cust-0033,5.42,210.95,0.03,0,0.0,16,0.1,0,0
tx-gen-000905,cust-0031,43.33,255.21,0.17,0,0.0,14,0.1,0,0
tx-gen-000906,cust-0001,75.6,60.06,1.26,0,0.0,14,0.1,1,0
tx-gen-000907,cust-0049,72.82,67.7,1.08,1,0.0,2,0.1,0,0
tx-gen-000908,cust-0021,5.0,63.7,0.08,0,0.0,11,0.1,0,0
tx-gen-000909,cust-0048,38.63,153.89,0.25,0,0.0,11,0.1,0,0
tx-gen-000910,cust-0039,56.7,215.8,0.26,0,0.0,9,0.1,0,0
tx-gen-000911,cust-0003,75.42,67.68,1.11,0,0.0,8,0.4,1,0
tx-gen-000912,cust-0003,5.0,67.68,0.07,0,0.0,23,0.1,0,0
tx-gen-000913,cust-0020,24.96,227.03,0.11,0,0.0,0,0.1,0,0
tx-gen-000914,cust-0004,342.25,212.71,1.61,1,0.0,22,0.1,0,0
tx-gen-000915,cust-0047,26.91,136.82,0.2,1,0.0,8,0.4,0,0
tx-gen-000916,cust-0009,88.52,83.69,1.06,0,0.0,10,0.1,0,0
tx-gen-000917,cust-0046,23.78,87.41,0.27,0,0.0,9,0.1,0,0
tx-gen-000918,cust-0046,9.16,87.41,0.1,0,0.0,5,0.1,0,0
tx-gen-000919,cust-0024,74.97,269.07,0.28,0,0.0,23,0.4,0,0
tx-gen-000920,cust-0036,97.63,76.21,1.28,0,0.0,13,0.1,0,0
tx-gen-000921,cust-0010,424.65,219.36,1.94,0,0.0,3,0.1,0,0
tx-gen-000922,cust-0020,402.58,227.03,1.77,0,0.0,14,0.1,0,0
tx-gen-000923,cust-0009,42.36,83.69,0.51,0,0.0,7,0.4,0,0
tx-gen-000924,cust-0032,143.32,129.95,1.1,0,0.0,11,0.1,0,0
tx-gen-000925,cust-0014,50.12,218.5,0.23,0,0.0,7,0.1,0,0
tx-gen-000926,cust-0039,1265.44,215.8,5.86,4,2929.0,19,0.8,1,1
tx-gen-000927,cust-0004,73.8,212.71,0.35,1,0.0,8,0.1,0,0
tx-gen-000928,cust-0039,489.13,215.8,2.27,0,0.0,23,0.1,1,0
tx-gen-000929,cust-0011,5.0,89.52,0.06,0,0.0,14,0.4,0,0
tx-gen-000930,cust-0030,9.39,105.05,0.09,0,0.0,18,0.1,0,0
tx-gen-000931,cust-0024,62.71,269.07,0.23,1,0.0,3,0.1,0,0
tx-gen-000932,cust-0031,6.86,255.21,0.03,0,0.0,23,0.1,0,0
tx-gen-000933,cust-0045,53.38,266.62,0.2,0,0.0,7,0.1,1,0
tx-gen-000934,cust-0034,247.47,282.9,0.87,1,0.0,0,0.4,1,0
tx-gen-000935,cust-0019,105.61,193.01,0.55,0,0.0,19,0.1,1,0
tx-gen-000936,cust-0023,566.76,253.94,2.23,0,0.0,21,0.4,0,0
tx-gen-000937,cust-0032,221.01,129.95,1.7,0,0.0,9,0.4,0,0
tx-gen-000938,cust-0013,1750.21,234.88,7.45,7,7283.0,4,0.4,0,1
tx-gen-000939,cust-0003,28.31,67.68,0.42,0,0.0,0,0.1,0,0
tx-gen-000940,cust-0019,57.97,193.01,0.3,0,0.0,4,0.1,0,0
tx-gen-000941,cust-0050,1162.33,181.57,6.4,7,3377.0,8,0.8,0,1
tx-gen-000942,cust-0013,112.16,234.88,0.48,1,0.0,18,0.1,0,0
tx-gen-000943,cust-0042,220.72,247.36,0.89,1,0.0,3,0.1,0,0
tx-gen-000944,cust-0022,16.0,51.28,0.31,1,0.0,16,0.1,0,0
tx-gen-000945,cust-0047,133.89,136.82,0.98,0,0.0,12,0.4,0,0
tx-gen-000946,cust-0022,27.01,51.28,0.53,2,0.0,4,0.1,0,0
tx-gen-000947,cust-0002,83.73,104.26,0.8,1,0.0,3,0.4,0,0
tx-gen-000948,cust-0025,106.5,185.89,0.57,0,0.0,15,0.1,0,0
tx-gen-000949,cust-0003,23.61,67.68,0.35,1,0.0,21,0.1,0,0
tx-gen-000950,cust-0020,567.575,227.03,2.5,0,0.0,12,0.1,0,0
tx-gen-000951,cust-0050,261.87,181.57,1.44,0,0.0,10,0.1,0,0
tx-gen-000952,cust-0033,31.84,210.95,0.15,0,0.0,22,0.1,0,0
tx-gen-000953,cust-0050,368.32,181.57,2.03,0,0.0,22,0.4,0,0
tx-gen-000954,cust-0047,91.44,136.82,0.67,0,0.0,6,0.4,0,0
tx-gen-000955,cust-0003,152.25,67.68,2.25,0,0.0,2,0.1,0,0
tx-gen-000956,cust-0007,143.22,89.03,1.61,0,0.0,23,0.1,0,0
tx-gen-000957,cust-0041,50.86,91.84,0.55,0,0.0,4,0.1,0,0
tx-gen-000958,cust-0021,5.0,63.7,0.08,0,0.0,17,0.1,0,0
tx-gen-000959,cust-0001,18.79,60.06,0.31,0,0.0,22,0.4,0,0
tx-gen-000960,cust-0036,59.45,76.21,0.78,0,0.0,21,0.1,0,0
tx-gen-000961,cust-0020,227.87,227.03,1.0,0,0.0,19,0.4,0,0
tx-gen-000962,cust-0031,76.12,255.21,0.3,0,0.0,14,0.1,0,0
tx-gen-000963,cust-0026,7.32,48.78,0.15,0,0.0,6,0.4,0,0
tx-gen-000964,cust-0029,475.48,263.95,1.8,1,0.0,10,0.1,0,0
tx-gen-000965,cust-0043,255.72500000000002,102.29,2.5,0,0.0,3,0.1,0,0
tx-gen-000966,cust-0045,198.87,266.62,0.75,0,0.0,11,0.1,0,0
tx-gen-000967,cust-0030,19.79,105.05,0.19,1,0.0,8,0.1,0,0
tx-gen-000968,cust-0024,85.53,269.07,0.32,0,0.0,1,0.1,0,0
tx-gen-000969,cust-0031,5.0,255.21,0.02,1,0.0,13,0.1,0,0
tx-gen-000970,cust-0023,623.9,253.94,2.46,0,0.0,14,0.4,0,0
tx-gen-000971,cust-0007,11.15,89.03,0.13,0,0.0,2,0.1,0,0
tx-gen-000972,cust-0026,41.91,48.78,0.86,0,0.0,17,0.4,0,0
tx-gen-000973,cust-0031,81.74,255.21,0.32,1,0.0,0,0.1,0,0
tx-gen-000974,cust-0028,239.13,296.01,0.81,0,0.0,3,0.4,0,0
tx-gen-000975,cust-0043,107.8,102.29,1.05,0,0.0,6,0.1,0,0
tx-gen-000976,cust-0021,112.78,63.7,1.77,0,0.0,12,0.1,0,0
tx-gen-000977,cust-0039,49.89,215.8,0.23,0,0.0,6,0.1,0,0
tx-gen-000978,cust-0004,5.0,212.71,0.02,1,0.0,15,0.4,0,0
tx-gen-000979,cust-0001,8.84,60.06,0.15,0,0.0,13,0.1,0,0
tx-gen-000980,cust-0037,221.3,96.1,2.3,0,0.0,17,0.1,0,0
tx-gen-000981,cust-0044,572.62,276.55,2.07,2,0.0,13,0.1,0,0
tx-gen-000982,cust-0040,195.48,214.85,0.91,1,0.0,18,0.1,0,0
tx-gen-000983,cust-0036,69.93,76.21,0.92,1,0.0,1,0.4,0,0
tx-gen-000984,cust-0019,211.1,193.01,1.09,0,0.0,9,0.1,0,0
tx-gen-000985,cust-0021,12.28,63.7,0.19,0,0.0,22,0.1,0,0
tx-gen-000986,cust-0012,258.38,105.11,2.46,0,0.0,3,0.4,1,0
tx-gen-000987,cust-0027,49.67,91.53,0.54,0,0.0,10,0.1,0,0
tx-gen-000988,cust-0010,105.98,219.36,0.48,2,0.0,7,0.1,0,0
tx-gen-000989,cust-0009,61.24,83.69,0.73,1,0.0,20,0.1,0,0
tx-gen-000990,cust-0028,14.24,296.01,0.05,0,0.0,8,0.4,0,0
tx-gen-000991,cust-0025,33.81,185.89,0.18,0,0.0,21,0.1,0,0
tx-gen-000992,cust-0047,183.28,136.82,1.34,0,0.0,16,0.1,0,0
tx-gen-000993,cust-0024,2241.16,269.07,8.33,3,1811.0,10,0.8,1,1
tx-gen-000994,cust-0010,18.96,219.36,0.09,0,0.0,21,0.1,0,0
tx-gen-000995,cust-0040,198.56,214.85,0.92,0,0.0,0,0.1,0,0
tx-gen-000996,cust-0038,37.28,132.45,0.28,0,0.0,19,0.1,0,0
tx-gen-000997,cust-0030,51.8,105.05,0.49,0,0.0,17,0.4,0,0
tx-gen-000998,cust-0019,65.75,193.01,0.34,0,0.0,5,0.4,0,0
tx-gen-000999,cust-0037,42.24,96.1,0.44,0,0.0,6,0.1,0,0
tx-gen-001000,cust-0043,129.86,102.29,1.27,0,0.0,19,0.1,0,0
tx-gen-001001,cust-0033,74.37,210.95,0.35,0,0.0,6,0.1,0,0
tx-gen-001002,cust-0017,497.23,57.6,8.63,8,3373.0,3,0.4,1,1
tx-gen-001003,cust-0017,48.13,57.6,0.84,0,0.0,11,0.1,0,0
tx-gen-001004,cust-0003,43.75,67.68,0.65,0,0.0,16,0.1,0,0
tx-gen-001005,cust-0032,141.6,129.95,1.09,0,0.0,14,0.1,0,0
tx-gen-001006,cust-0041,229.60000000000002,91.84,2.5,0,0.0,14,0.1,0,0
tx-gen-001007,cust-0008,253.96,192.55,1.32,0,0.0,5,0.1,0,0
tx-gen-001008,cust-0049,16.38,67.7,0.24,0,0.0,6,0.1,0,0
tx-gen-001009,cust-0017,5.0,57.6,0.09,0,0.0,13,0.1,0,0
tx-gen-001010,cust-0025,56.54,185.89,0.3,0,0.0,6,0.1,0,0
tx-gen-001011,cust-0023,229.58,253.94,0.9,1,0.0,7,0.4,0,0
tx-gen-001012,cust-0022,5.0,51.28,0.1,0,0.0,22,0.1,0,0
tx-gen-001013,cust-0050,124.54,181.57,0.69,0,0.0,0,0.4,0,0
tx-gen-001014,cust-0044,251.23,276.55,0.91,0,0.0,9,0.1,0,0
tx-gen-001015,cust-0005,425.87,53.47,7.96,5,5141.0,21,0.8,1,1
tx-gen-001016,cust-0017,23.43,57.6,0.41,0,0.0,3,0.4,1,0
tx-gen-001017,cust-0043,150.74,102.29,1.47,0,0.0,17,0.4,0,0
tx-gen-001018,cust-0008,21.7,192.55,0.11,0,0.0,0,0.1,0,0
tx-gen-001019,cust-0042,19.32,247.36,0.08,0,0.0,19,0.1,0,0
tx-gen-001020,cust-0030,136.84,105.05,1.3,1,0.0,21,0.1,0,0
tx-gen-001021,cust-0028,202.52,296.01,0.68,0,0.0,10,0.1,0,0
tx-gen-001022,cust-0050,211.72,181.57,1.17,2,0.0,8,0.1,0,0
tx-gen-001023,cust-0017,32.87,57.6,0.57,2,0.0,7,0.1,0,0
tx-gen-001024,cust-0026,13.8,48.78,0.28,0,0.0,18,0.1,0,0
tx-gen-001025,cust-0014,373.6,218.5,1.71,0,0.0,16,0.1,0,0
tx-gen-001026,cust-0005,85.9,53.47,1.61,0,0.0,19,0.1,0,0
tx-gen-001027,cust-0042,293.48,247.36,1.19,0,0.0,10,0.1,0,0
tx-gen-001028,cust-0026,15.5,48.78,0.32,0,0.0,21,0.1,0,0
tx-gen-001029,cust-0047,122.07,136.82,0.89,0,0.0,9,0.4,0,0
tx-gen-001030,cust-0045,119.4,266.62,0.45,0,0.0,21,0.1,1,0
tx-gen-001031,cust-0023,24.39,253.94,0.1,0,0.0,13,0.1,1,0
tx-gen-001032,cust-0042,616.59,247.36,2.49,0,0.0,15,0.1,0,0
tx-gen-001033,cust-0050,26.71,181.57,0.15,0,0.0,11,0.1,1,0
tx-gen-001034,cust-0043,255.72500000000002,102.29,2.5,0,0.0,12,0.1,0,0
tx-gen-001035,cust-0006,22.79,38.58,0.59,0,0.0,20,0.1,0,0
tx-gen-001036,cust-0047,28.01,136.82,0.2,0,0.0,16,0.1,0,0
tx-gen-001037,cust-0042,193.11,247.36,0.78,2,0.0,14,0.1,0,0
tx-gen-001038,cust-0022,105.8,51.28,2.06,0,0.0,21,0.1,0,0
tx-gen-001039,cust-0043,134.78,102.29,1.32,0,0.0,20,0.1,0,0
tx-gen-001040,cust-0005,87.84,53.47,1.64,0,0.0,21,0.1,0,0
tx-gen-001041,cust-0040,231.01,214.85,1.08,0,0.0,1,0.1,0,0
tx-gen-001042,cust-0020,267.57,227.03,1.18,0,0.0,20,0.1,0,0
tx-gen-001043,cust-0005,101.15,53.47,1.89,0,0.0,16,0.1,0,0
tx-gen-001044,cust-0015,30.17,105.03,0.29,0,0.0,10,0.1,0,0
tx-gen-001045,cust-0048,103.45,153.89,0.67,2,0.0,12,0.1,0,0
tx-gen-001046,cust-0009,20.92,83.69,0.25,0,0.0,9,0.1,0,0
tx-gen-001047,cust-0008,481.375,192.55,2.5,0,0.0,18,0.1,0,0
tx-gen-001048,cust-0029,659.875,263.95,2.5,0,0.0,23,0.1,0,0
tx-gen-001049,cust-0041,5.0,91.84,0.05,1,0.0,8,0.1,0,0
tx-gen-001050,cust-0001,73.44,60.06,1.22,1,0.0,2,0.4,0,0
tx-gen-001051,cust-0050,453.92499999999995,181.57,2.5,0,0.0,13,0.1,0,0
tx-gen-001052,cust-0029,52.57,263.95,0.2,0,0.0,21,0.4,0,0
tx-gen-001053,cust-0046,73.35,87.41,0.84,0,0.0,0,0.1,0,0
tx-gen-001054,cust-0016,712.72,288.45,2.47,0,0.0,6,0.1,0,0
tx-gen-001055,cust-0035,5.0,49.28,0.1,0,0.0,6,0.1,0,0
tx-gen-001056,cust-0010,262.23,219.36,1.2,0,0.0,4,0.1,0,0
tx-gen-001057,cust-0003,23.88,67.68,0.35,0,0.0,3,0.1,0,0
tx-gen-001058,cust-0040,537.125,214.85,2.5,0,0.0,5,0.1,0,0
tx-gen-001059,cust-0035,123.2,49.28,2.5,0,0.0,15,0.1,0,0
tx-gen-001060,cust-0016,721.125,288.45,2.5,0,0.0,22,0.4,0,0
tx-gen-001061,cust-0044,177.78,276.55,0.64,0,0.0,22,0.1,0,0
tx-gen-001062,cust-0048,304.83,153.89,1.98,1,0.0,4,0.1,0,0
tx-gen-001063,cust-0038,246.55,132.45,1.86,0,0.0,16,0.1,0,0
tx-gen-001064,cust-0012,40.4,105.11,0.38,0,0.0,9,0.1,0,0
tx-gen-001065,cust-0018,99.07,56.11,1.77,0,0.0,13,0.1,0,0
tx-gen-001066,cust-0009,5.0,83.69,0.06,0,0.0,8,0.1,0,0
tx-gen-001067,cust-0015,95.26,105.03,0.91,0,0.0,22,0.1,0,0
tx-gen-001068,cust-0040,56.16,214.85,0.26,1,0.0,14,0.4,0,0
tx-gen-001069,cust-0034,36.35,282.9,0.13,0,0.0,16,0.4,0,0
tx-gen-001070,cust-0001,5.0,60.06,0.08,0,0.0,10,0.1,0,0
tx-gen-001071,cust-0038,157.84,132.45,1.19,0,0.0,5,0.1,0,0
tx-gen-001072,cust-0031,106.0,255.21,0.42,0,0.0,21,0.1,0,0
tx-gen-001073,cust-0045,343.98,266.62,1.29,0,0.0,4,0.1,0,0
tx-gen-001074,cust-0001,5.0,60.06,0.08,0,0.0,0,0.1,0,0
tx-gen-001075,cust-0042,93.69,247.36,0.38,0,0.0,10,0.1,0,0
tx-gen-001076,cust-0030,81.46,105.05,0.78,2,0.0,3,0.1,0,0
tx-gen-001077,cust-0009,130.9,83.69,1.56,0,0.0,21,0.1,0,0
tx-gen-001078,cust-0030,40.32,105.05,0.38,0,0.0,2,0.1,0,0
tx-gen-001079,cust-0034,2800.58,282.9,9.9,7,3893.0,18,0.8,1,1
tx-gen-001080,cust-0044,271.91,276.55,0.98,0,0.0,13,0.1,1,0
tx-gen-001081,cust-0024,584.25,269.07,2.17,0,0.0,2,0.1,0,0
tx-gen-001082,cust-0024,257.43,269.07,0.96,0,0.0,23,0.4,0,0
tx-gen-001083,cust-0050,48.16,181.57,0.27,0,0.0,11,0.1,0,0
tx-gen-001084,cust-0048,5.0,153.89,0.03,0,0.0,19,0.1,0,0
tx-gen-001085,cust-0021,130.01,63.7,2.04,0,0.0,8,0.4,0,0
tx-gen-001086,cust-0005,5.0,53.47,0.09,0,0.0,4,0.1,0,0
tx-gen-001087,cust-0031,530.09,255.21,2.08,0,0.0,12,0.1,0,0
tx-gen-001088,cust-0044,208.18,276.55,0.75,1,0.0,23,0.1,0,0
tx-gen-001089,cust-0006,96.44999999999999,38.58,2.5,2,0.0,6,0.1,0,0
tx-gen-001090,cust-0011,143.53,89.52,1.6,0,0.0,11,0.1,0,0
tx-gen-001091,cust-0041,1078.33,91.84,11.74,6,7772.0,21,0.4,1,1
tx-gen-001092,cust-0048,384.72499999999997,153.89,2.5,0,0.0,12,0.1,0,0
tx-gen-001093,cust-0015,45.36,105.03,0.43,0,0.0,7,0.1,0,0
tx-gen-001094,cust-0042,360.53,247.36,1.46,0,0.0,6,0.4,0,0
tx-gen-001095,cust-0036,39.18,76.21,0.51,0,0.0,16,0.4,0,0
tx-gen-001096,cust-0011,58.52,89.52,0.65,0,0.0,15,0.1,0,0
tx-gen-001097,cust-0004,210.06,212.71,0.99,2,0.0,21,0.1,0,0
tx-gen-001098,cust-0011,185.21,89.52,2.07,2,0.0,23,0.1,0,0
tx-gen-001099,cust-0045,666.55,266.62,2.5,0,0.0,23,0.1,0,0
tx-gen-001100,cust-0021,93.14,63.7,1.46,0,0.0,3,0.1,0,0
tx-gen-001101,cust-0046,1032.59,87.41,11.81,6,3163.0,20,0.8,1,1
tx-gen-001102,cust-0035,26.65,49.28,0.54,1,0.0,6,0.1,0,0
tx-gen-001103,cust-0030,57.47,105.05,0.55,2,0.0,4,0.1,0,0
tx-gen-001104,cust-0033,282.21,210.95,1.34,1,0.0,21,0.1,1,0
tx-gen-001105,cust-0049,18.47,67.7,0.27,0,0.0,5,0.1,0,0
tx-gen-001106,cust-0029,30.9,263.95,0.12,1,0.0,5,0.1,0,0
tx-gen-001107,cust-0036,33.37,76.21,0.44,0,0.0,6,0.1,0,0
tx-gen-001108,cust-0023,85.99,253.94,0.34,0,0.0,0,0.4,0,0
tx-gen-001109,cust-0015,36.91,105.03,0.35,0,0.0,7,0.1,0,0
tx-gen-001110,cust-0029,70.23,263.95,0.27,0,0.0,22,0.4,0,0
tx-gen-001111,cust-0039,9.28,215.8,0.04,0,0.0,2,0.1,0,0
tx-gen-001112,cust-0028,5.34,296.01,0.02,0,0.0,22,0.1,0,0
tx-gen-001113,cust-0029,659.875,263.95,2.5,0,0.0,23,0.1,0,0
tx-gen-001114,cust-0027,51.09,91.53,0.56,1,0.0,6,0.1,1,0
tx-gen-001115,cust-0028,143.58,296.01,0.49,1,0.0,16,0.1,0,0
tx-gen-001116,cust-0010,249.7,219.36,1.14,2,0.0,4,0.4,0,0
tx-gen-001117,cust-0038,32.61,132.45,0.25,0,0.0,1,0.1,1,0
tx-gen-001118,cust-0027,228.825,91.53,2.5,0,0.0,1,0.4,0,0
tx-gen-001119,cust-0012,162.23,105.11,1.54,0,0.0,8,0.4,0,0
tx-gen-001120,cust-0020,21.26,227.03,0.09,0,0.0,15,0.1,0,0
tx-gen-001121,cust-0002,56.36,104.26,0.54,0,0.0,0,0.1,0,0
tx-gen-001122,cust-0041,194.05,91.84,2.11,0,0.0,12,0.1,0,0
tx-gen-001123,cust-0045,666.55,266.62,2.5,0,0.0,14,0.1,0,0
tx-gen-001124,cust-0005,33.69,53.47,0.63,0,0.0,22,0.4,0,0
tx-gen-001125,cust-0017,54.74,57.6,0.95,0,0.0,7,0.1,0,0
tx-gen-001126,cust-0002,19.05,104.26,0.18,0,0.0,19,0.4,0,0
tx-gen-001127,cust-0045,666.55,266.62,2.5,0,0.0,20,0.1,0,0
tx-gen-001128,cust-0023,66.92,253.94,0.26,0,0.0,13,0.4,0,0
tx-gen-001129,cust-0013,587.2,234.88,2.5,0,0.0,16,0.1,0,0
tx-gen-001130,cust-0021,66.81,63.7,1.05,0,0.0,9,0.1,0,0
tx-gen-001131,cust-0007,83.32,89.03,0.94,0,0.0,0,0.1,0,0
tx-gen-001132,cust-0024,193.42,269.07,0.72,1,0.0,12,0.1,0,0
tx-gen-001133,cust-0014,57.3,218.5,0.26,0,0.0,3,0.1,0,0
tx-gen-001134,cust-0045,51.78,266.62,0.19,0,0.0,20,0.4,0,0
tx-gen-001135,cust-0008,47.96,192.55,0.25,1,0.0,22,0.1,1,0
tx-gen-001136,cust-0031,52.66,255.21,0.21,1,0.0,0,0.1,0,0
tx-gen-001137,cust-0039,326.34,215.8,1.51,0,0.0,3,0.1,0,0
tx-gen-001138,cust-0008,82.98,192.55,0.43,0,0.0,22,0.1,0,0
tx-gen-001139,cust-0006,5.0,38.58,0.13,0,0.0,4,0.1,0,0
tx-gen-001140,cust-0028,740.025,296.01,2.5,0,0.0,19,0.1,0,0
tx-gen-001141,cust-0004,457.82,212.71,2.15,0,0.0,0,0.1,0,0
tx-gen-001142,cust-0049,169.25,67.7,2.5,0,0.0,6,0.4,1,0
tx-gen-001143,cust-0012,262.775,105.11,2.5,0,0.0,15,0.1,0,0
tx-gen-001144,cust-0018,10.72,56.11,0.19,0,0.0,15,0.1,0,0
tx-gen-001145,cust-0047,69.04,136.82,0.5,0,0.0,22,0.4,0,0
tx-gen-001146,cust-0049,648.86,67.7,9.58,7,2116.0,18,0.4,1,1
tx-gen-001147,cust-0014,310.23,218.5,1.42,0,0.0,5,0.1,0,0
tx-gen-001148,cust-0044,329.31,276.55,1.19,2,0.0,11,0.1,0,0
tx-gen-001149,cust-0033,35.25,210.95,0.17,0,0.0,6,0.1,0,0
tx-gen-001150,cust-0009,141.6,83.69,1.69,0,0.0,21,0.1,0,0
tx-gen-001151,cust-0021,16.19,63.7,0.25,0,0.0,0,0.1,0,0
tx-gen-001152,cust-0044,70.07,276.55,0.25,0,0.0,9,0.1,0,0
tx-gen-001153,cust-0028,227.92,296.01,0.77,1,0.0,8,0.1,0,0
tx-gen-001154,cust-0001,53.98,60.06,0.9,0,0.0,18,0.1,0,0
tx-gen-001155,cust-0044,239.96,276.55,0.87,0,0.0,1,0.1,0,0
tx-gen-001156,cust-0007,8.54,89.03,0.1,0,0.0,8,0.1,0,0
tx-gen-001157,cust-0013,493.09,234.88,2.1,0,0.0,19,0.1,0,0
tx-gen-001158,cust-0032,40.12,129.95,0.31,0,0.0,23,0.4,0,0
tx-gen-001159,cust-0042,34.31,247.36,0.14,0,0.0,9,0.1,1,0
tx-gen-001160,cust-0032,285.36,129.95,2.2,0,0.0,9,0.1,0,0
tx-gen-001161,cust-0032,324.875,129.95,2.5,0,0.0,6,0.1,0,0
tx-gen-001162,cust-0005,105.95,53.47,1.98,0,0.0,10,0.1,0,0
tx-gen-001163,cust-0010,363.74,219.36,1.66,0,0.0,17,0.1,0,0
